id	COG	KEGG_KOs	ann_egg
GL50803_13791	A	K13181,K14807	ATPdependent RNA helicase
GL50803_17438	L	K10901	DNA helicase
GL50803_3636	S		Transmembrane protein 222
GL50803_102248	S		Coiled-coil domain containing 146
GL50803_17435			
GL50803_221692	T	K06276,K08286	serine threonine-protein kinase
GL50803_4079	T	K04354	protein phosphatase 2, regulatory subunit B
GL50803_41927	U	K07934	RAB35, member RAS oncogene family
GL50803_4083	O	K10686,K12462	activating enzyme
GL50803_4084	S	K01870	HORMA domain containing
GL50803_17432	O	K01883	heat shock
GL50803_2972	C	K00101,K00326	cytochrome b5 reductase
GL50803_13204	P	K14688,K14689,K14697	solute carrier family 30 (zinc transporter), member 1
GL50803_2970	J	K03242	eukaryotic translation initiation factor 2
GL50803_2969	O	K00921	fructosamine 3 kinase
GL50803_15267	O	K05290,K09250	phosphatidylinositol glycan anchor biosynthesis, class K
GL50803_15269	V		Mate efflux family protein
GL50803_15270	O	K04523	ubiquilin 3
GL50803_102263	I		acyl-CoA-binding domain-containing protein
GL50803_10703	O		RING
GL50803_10705	U		Uso1 / p115 like vesicle tethering protein, head region
GL50803_10707	B, K	K11121,K11411	NAD-dependent lysine demalonylase and desuccinylase that specifically removes malonyl and succinyl groups on target proteins. Has weak NAD-dependent protein deacetylase activity
GL50803_10708	B, K	K11121,K11412	DeAcetylase
GL50803_17430	E		suppressor of Ty 16 homolog (S. cerevisiae)
GL50803_10711	G, T	K17615	serine threonine-protein phosphatase
GL50803_17429	S	K16569,K16573	Tubulin, gamma complex associated protein 2
GL50803_37421	S	K02599	Notch ligand involved in the mediation of Notch signaling (By similarity)
GL50803_6835	J	K14847	ribosome production factor 2 homolog
GL50803_14299	J		Endoribonuclease L-PSP
GL50803_221693	O	K01359	proprotein convertase subtilisin kexin type
GL50803_6812	S		Tctex1 domain containing
GL50803_17427	I	K17103	CDP-alcohol phosphatidyltransferase
GL50803_17426	S		LPXTG-motif cell wall anchor domain protein
GL50803_24111	S	K17584	PDX1 C-terminal inhibiting factor 1
GL50803_1894	S	K14769	U3 small nucleolar RNA-associated protein
GL50803_10148	M	K00091	Hopanoid-associated sugar epimerase
GL50803_29078	S		Aminotransferase class IV
GL50803_15127	F	K01619	deoxyribose-phosphate aldolase
GL50803_10145	O, Z		Cofactor D
GL50803_15126	S	K13989	Derlin 1
GL50803_90767	D	K02365	extra spindle pole bodies homolog 1 (S. cerevisiae)
GL50803_15124	S	K10419	dynein, light chain
GL50803_10137	Z	K10397	Kinesin family member
GL50803_17421	S	K17299	ankyrin repeat domain
GL50803_3349	B	K10802,K11295,K11296	high mobility group
GL50803_17420	O	K01409	O-sialoglycoprotein endopeptidase
GL50803_24122	Z		IG
GL50803_4181	S		Sulfite exporter TauE/SafE
GL50803_17417	T	K08825,K18669	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase
GL50803_24123	T		calcium-dependent protein kinase
GL50803_24126	U	K15445	vacuolar import and degradation protein
GL50803_9413	O	K01829,K08056,K09580,K13996	Protein disulfide isomerase
GL50803_9421	S		forebrain astrocyte differentiation
GL50803_9422	D		Cyclin-Dependent Kinase
GL50803_15456	S	K17299	ankyrin repeat domain
GL50803_15455	S		PARK2 co-regulated
GL50803_42442	O	K13525,K14571,K14575	Ribosome biogenesis ATPase
GL50803_15451	S		Inherit from NOG: Viral A-type inclusion protein
GL50803_15450	S		WNT inhibitory factor 1
GL50803_38517			
GL50803_15442	S		kiaa1279
GL50803_11599	I	K01078,K14395	acid PHOsphatase
GL50803_24133	A	K12619	5'-3' exoribonuclease
GL50803_11595	G	K18819	glycogenin
GL50803_16805	L	K02543,K06640	Ataxia telangiectasia and rad3 related
GL50803_23064	L	K02148,K02324	DNA polymerase
GL50803_106320	S	K10144,K16276	ring finger and CHY zinc finger
GL50803_d17353	S	K08266	MTOR associated protein, LST8 homolog (S. cerevisiae)
GL50803_115479	M		Ankyrin Repeat Protein
GL50803_14109	S	K06883	GPNloop GTPase 2
GL50803_6082	Z	K04648,K10392,K11498	kinesin K39
GL50803_6081	B, K	K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_2562	U	K14005	Component of the coat protein complex II (COPII) which promotes the formation of transport vesicles from the endoplasmic reticulum (ER). The coat has two main functions, the physical deformation of the endoplasmic reticulum membrane into vesicles and the selection of cargo molecules
GL50803_20551	O		F5 8 type C domain containing protein
GL50803_115478	M		Ankyrin Repeat Protein
GL50803_17353	S	K08266	MTOR associated protein, LST8 homolog (S. cerevisiae)
GL50803_103659	S	K10144,K16276	ring finger and CHY zinc finger
GL50803_4812	S		Inherit from euNOG: Sf-assemblin
GL50803_33787	V		Mate efflux family protein
GL50803_14493	L	K10865	double-strand break repair protein
GL50803_7599	S		Inherit from NOG: Viral A-type inclusion protein
GL50803_7598	U		glycolipid transport
GL50803_24139	S	K12472	Component of the spindle pole body (SPB) required for the proper execution of spindle pole body (SPB) duplication. Potential role in cross-linking filaments or anchoring other molecules. It is essential for growth (By similarity)
GL50803_5248	K	K09420,K09425	Myblike DNAbinding domain containing protein
GL50803_5249	T	K16358,K16666	leucine rich repeat
GL50803_13875	I, U	K01104,K18081	Myotubularin related protein
GL50803_13876	K	K06666	wd repeat
GL50803_17364	J	K02976	Ribosomal protein s26
GL50803_17366	H	K00275,K17759	Catalyzes the epimerization of the S- and R-forms of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration. This is a prerequisite for the S- specific NAD(P)H-hydrate dehydratase to allow the repair of both epimers of NAD(P)HX (By similarity)
GL50803_17368	T	K06228	Serine threonine kinase
GL50803_114162	O	K07762,K08647	whole genome shotgun sequence
GL50803_d40995	W	K16768,K19681	Intraflagellar transport 52 homolog (Chlamydomonas)
GL50803_15606	S		Tctex1 domain containing
GL50803_12240	B, K	K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_15604	O	K03029	Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 4
GL50803_12235	J	K00555	tRNA methyltransferase
GL50803_12223	T	K08286,K08853	associated kinase
GL50803_12220	H		Halo-acid dehalogenase-like hydrolase
GL50803_12217	S	K03529	Viral A-type inclusion protein
GL50803_12216	C	K02147	ATPase, H transporting, lysosomal 56 58kDa, V1 subunit
GL50803_12215	D	K14317,K16219,K19579	o-methyltransferase
GL50803_15599	S		Transmembrane protein 208
GL50803_15598	C	K02155,K03661	ATPase, H transporting, lysosomal 21kDa, V0 subunit b
GL50803_41258	Z	K04648,K10392,K11498	kinesin K39
GL50803_21897		K07605	
GL50803_88369	M		Ankyrin Repeat Protein
GL50803_4383	M		Ankyrin Repeat Protein
GL50803_17552	B, K	K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_17551	E	K14242	Ankyrin Repeat
GL50803_14254	S		ANK
GL50803_6602	M		Ankyrin Repeat Protein
GL50803_60783	S		Ankyrin repeat protein
GL50803_14252	T		coiled-coil domain containing 88C
GL50803_17550	S		Essential component of the cytosolic iron-sulfur (Fe S) protein assembly machinery. Required for the maturation of extramitochondrial Fe S proteins (By similarity)
GL50803_102647	P	K05742,K12040,K12041	Sodium hydrogen exchanger
GL50803_113021	E, I	K01958,K01963	Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl- CoA (By similarity)
GL50803_13756	O	K02735	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity (By similarity)
GL50803_16188	D	K06636	structural maintenance of chromosomes protein
GL50803_15228	J	K02957,K07901,K10626	Ribosomal protein
GL50803_10516	S	K15451,K18203	leucine carboxyl methyltransferase
GL50803_42184	S	K18932,K20031	Zinc finger, DHHC-type containing 6
GL50803_113024			
GL50803_50221	U		High cysteine membrane protein Group 1
GL50803_113030	E	K10645	Ankyrin Repeat
GL50803_d50221	U		High cysteine membrane protein Group 1
GL50803_50225			
GL50803_40995	W	K16768,K19681	Intraflagellar transport 52 homolog (Chlamydomonas)
GL50803_17371	S		Tctex1 domain containing
GL50803_13007	S	K14816	Zinc finger protein
GL50803_93671	D, K, T	K03115	casein kinase ii
GL50803_14093	S	K16075	corA-like Mg2 transporter domain-containing protein
GL50803_6035	M		Ankyrin Repeat Protein
GL50803_14095	L	K10755	replication factor c
GL50803_112978	B, K	K01509,K11367,K11642,K11654,K20091	Chromodomain helicase DNA binding protein
GL50803_5294	B	K00162,K14799	TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)
GL50803_13889	D	K01868,K06287,K08301	MAF-like protein
GL50803_17379	M		Ankyrin Repeat Protein
GL50803_17380	U		High cysteine membrane protein Group 1
GL50803_4532	O	K06005,K06009	protease
GL50803_104087	S		EGF_like
GL50803_20593	S		TM2 domain
GL50803_12770	S		START domain
GL50803_21321	S		FU
GL50803_5744	U	K10956	protein transport protein sec61
GL50803_15983	J	K01881	synthetase
GL50803_5746	S		Pfam:LACT
GL50803_15984	E		Impact homolog (mouse)
GL50803_50229	S		VSP with INR
GL50803_d50229	S		VSP with INR
GL50803_93551	O	K06972	Presequence protease
GL50803_14019	O		cathepsin
GL50803_14017	S		basal body component
GL50803_16246	G	K00784	Zinc phosphodiesterase ELAC protein
GL50803_3281	B	K06067	Histone deacetylase
GL50803_112811	I, U		Myotubularin related protein
GL50803_5638	S		Inherit from bctoNOG: RHS repeat-associated core domain-containing protein
GL50803_16839	B, K	K08863,K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_16840	S		WD domain, G-beta repeat
GL50803_5643	T	K08863	NIMA-related kinase
GL50803_16841	V	K03327	Mate efflux family protein
GL50803_13352	S	K11502	centromere protein J
GL50803_13350	C	K11173	alcohol dehydrogenase
GL50803_16842	S		VSP with INR
GL50803_2860	C	K00001,K00086,K00217,K19954	alcohol dehydrogenase
GL50803_16843	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_19867	S	K15448	tRNA methyltransferase 11-2 homolog (S. cerevisiae)
GL50803_13749	A	K14376	poly(a) polymerase
GL50803_4849	F	K00939,K13800,K18533	adenylate kinase
GL50803_4846	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_4843	E	K09257	Ankyrin Repeat
GL50803_93548	T		phospholipase B domain containing
GL50803_50233	U		High cysteine membrane protein Group 1
GL50803_112828	U		High cysteine membrane protein Group 1
GL50803_50259	S		VSP with INR
GL50803_16450	S		radial spoke 3 homolog (Chlamydomonas)
GL50803_8367	C	K02151	Subunit of the peripheral V1 complex of vacuolar ATPase essential for assembly or catalytic function. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells (By similarity)
GL50803_8364	F	K00857,K03165	THymidine Kinase
GL50803_8361	S	K11806	ddb1 and cul4 associated factor 13
GL50803_8360	I	K01128	sphingomyelin phosphodiesterase, acid-like
GL50803_13921	T	K05661,K08857,K15503	NIMA-related kinase
GL50803_13922	M	K03118	Inherit from arCOG: Cell surface protein
GL50803_16518	Z	K16533	centrosomal protein 290kDa
GL50803_104173	J	K01870	isoleucyltRNA synthetase
GL50803_16519	S		Radical SAM domain containing protein
GL50803_10919	J	K02947	Ribosomal protein S10
GL50803_16520	U	K14007	Sec23/Sec24 zinc finger
GL50803_10924	S		Coiled-coil domain containing 42
GL50803_16521	U	K15296	attachment protein
GL50803_15317	T		FiBrilliN
GL50803_19436	J	K02937	Ribosomal protein
GL50803_24947	K	K12197	Charged multivesicular body protein 1a
GL50803_16525	J	K02925	Ribosomal protein
GL50803_10939	S		Kelch motif
GL50803_10943	S		transmembrane protein 63C
GL50803_16526	S	K10265	F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase
GL50803_10950	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_d112801	S		VSP with INR
GL50803_112801	S		VSP with INR
GL50803_2876	O	K06689,K10573,K10584	ubiquitin-conjugating enzyme
GL50803_92518	S		DUF221 domain-containing protein
GL50803_16141	S	K19760	U4 u6 small nuclear ribonucleoprotein
GL50803_1383	O	K09550	Prefoldin subunit
GL50803_24043	S		Spermatogenesis associated 4
GL50803_4235	K	K15731,K17618	CTD (Carboxy-terminal domain, RNA polymerase II, polypeptide A) small
GL50803_4236	S	K05039,K10420	dynein, light chain
GL50803_13575	S	K05039,K10420	dynein, light chain
GL50803_92498	T	K08857	NIMA-related kinase
GL50803_92495	S		WNT inhibitory factor 1
GL50803_16779	O		cathepsin
GL50803_112787	S		Inherit from NOG: Viral A-type inclusion protein
GL50803_101866	T	K08857,K15503	Neurofibromin 1
GL50803_2692	S		Acyltransferase
GL50803_104232	L	K02543,K06640	Ataxia telangiectasia and rad3 related
GL50803_16869	S	K19851	Flo11 domain
GL50803_24603	S		Pfam:LACT
GL50803_16867	O	K13525	cell division cycle protein 48
GL50803_96878	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_27055	O	K10583	ubiquitin-conjugating enzyme
GL50803_4320	B, K	K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_4322	M		Ankyrin Repeat Protein
GL50803_4323	F	K00942	guanylate kinase
GL50803_1774	S	K10144,K16276	ring finger and CHY zinc finger
GL50803_111933	S		VSP with INR
GL50803_111936	S		VSP with INR
GL50803_15383	O	K03386,K13279,K20011	peroxiredoxin
GL50803_15382			
GL50803_11247	J	K02872,K03644	60s ribosomal protein
GL50803_11246	S		deleted in primary ciliary dyskinesia homolog (mouse)
GL50803_17571			
GL50803_15380	F	K00943	thymidylate kinase
GL50803_17570	J	K03234	Elongation factor
GL50803_17568	E	K09257	Ankyrin Repeat
GL50803_4596	I	K00894	Ethanolamine kinase
GL50803_4597	S		Inherit from NOG: Viral A-type inclusion protein
GL50803_17567	T	K11092	leucine rich repeat
GL50803_17566	T		serine threonine-protein kinase
GL50803_17565	L	K11338	RuvB-like 2 (E. coli)
GL50803_92031	S	K14573	RNA binding motif protein 28
GL50803_13708	O		Putative zinc finger in N-recognin (UBR box)
GL50803_17563	T	K04371	Mitogen-activated protein kinase
GL50803_17562	S		Ankyrin Repeat
GL50803_12853	H	K11996,K18469	Plays a central role in 2-thiolation of mcm(5)S(2)U at tRNA wobble positions of tRNA(Lys), tRNA(Glu) and tRNA(Gln). Also essential during biosynthesis of the molybdenum cofactor. Acts by mediating the C-terminal thiocarboxylation of sulfur carriers urm1 and mocs2a. Its N-terminus first activates urm1 and mocs2a as acyl-adenylates (-COAMP), then the persulfide sulfur on the catalytic cysteine is transferred to urm1 and mocs2a to form thiocarboxylation (-COSH) of their C-terminus. The reaction probably involves hydrogen sulfide that is generated from the persulfide intermediate and that acts as nucleophile towards urm1 and mocs2a. Subsequently, a transient disulfide bond is formed. Does not use thiosulfate as sulfur donor
GL50803_17561	T	K12486	ArfGAP with dual PH domains
GL50803_17560	T	K05661,K08857,K15503	NIMA-related kinase
GL50803_15276	S		GlcNAc-PI de-N-acetylase
GL50803_17558	T	K00870	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase
GL50803_10744	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_103142			
GL50803_60942	S		Retrotransposon protein
GL50803_60949	S		Retrotransposon protein
GL50803_114192	T	K08863,K15502,K15503	NIMA-related kinase
GL50803_4563	S		copine family
GL50803_60969	K		Chromosome 2 open reading frame 18
GL50803_16541	E	K06653	Ankyrin Repeat
GL50803_16540	S	K14474,K19942	Growth arrest-specific 8
GL50803_11642	I, M	K00720	Ceramide glucosyltransferase
GL50803_11638			
GL50803_15460	O	K03671	Thioredoxin
GL50803_38104	P		ATPase class II type
GL50803_114776	O	K06027	n-ethylmaleimide-sensitive factor
GL50803_103437	S	K17095,K17099	annexin A7
GL50803_16332	S		Inherit from NOG: Viral A-type inclusion protein
GL50803_4897	O	K15699	finger protein
GL50803_101074	S		VSP with INR
GL50803_33022	J	K03679	Exosome complex
GL50803_15995	S		Inherit from NOG: Viral A-type inclusion protein
GL50803_5158	K	K03145	Transcription elongation factor A (SII), 3
GL50803_13852	T	K08800,K14864	cellular response to glucose starvation
GL50803_5164	J	K08139	transporter
GL50803_5167	K		RNA polymerase II
GL50803_96018	Z	K10423	Inherit from artNOG: CAP-Gly domain
GL50803_7807	S		WD40
GL50803_7800	F	K00988	ATP adenylyltransferase
GL50803_7797	U	K17092	annexin A9
GL50803_16543	S		Inherit from NOG: keratin, type II cytoskeletal
GL50803_114852	S		VSP with INR
GL50803_13832	J	K07560,K13117	Hydrolyzes D-tyrosyl-tRNA(Tyr) into D-tyrosine and free tRNA(Tyr). Could be a defense mechanism against a harmful effect of D-tyrosine (By similarity)
GL50803_15972	S		Ankyrin Repeat
GL50803_93011	E	K14242	Ankyrin Repeat
GL50803_16122	T	K05661,K08857,K15502,K15503	NIMA-related kinase
GL50803_5881	S		Ankyrin Repeat
GL50803_5879	E	K14242	Ankyrin Repeat
GL50803_16034	T		serine threonine-protein kinase
GL50803_3861	C		alcohol dehydrogenase
GL50803_21662	S		Inherit from NOG: basal body component
GL50803_95639	S	K12472	BRCT domain protein
GL50803_16900	A	K13221,K15542	WD repeat domain
GL50803_101339	O	K01802,K03773,K09568,K09571	Peptidyl-prolyl cis-trans isomerase
GL50803_32741	A	K15086	Tar (HIV-1) RNA binding protein 1
GL50803_3920			
GL50803_27520	T	K03097	Casein Kinase
GL50803_5543	S		repeat protein
GL50803_27521	B	K11251	histone h2a
GL50803_16905	V	K03327	Mate efflux family protein
GL50803_3449	T	K05661,K08857,K10645,K15503	NIMA-related kinase
GL50803_95895			
GL50803_16906	I	K00981	phosphatidate Cytidylyltransferase
GL50803_95898	J	K14778	ATP-binding RNA helicase involved in 40S ribosomal subunit biogenesis and is required for the normal formation of 18S rRNAs through pre-rRNA processing at A0, A1 and A2 sites. Required for vegetative growth (By similarity)
GL50803_7323	U	K12193	SNF7-like protein
GL50803_95904	E	K14993,K14994	Solute carrier family 38 member
GL50803_7328	S		Chromosome 16 open reading frame 80
GL50803_1935	S	K10144,K16276	ring finger and CHY zinc finger
GL50803_95918	O	K10696	RING
GL50803_114885	U		Kinesin-Associated Protein
GL50803_16988	T	K08863	NIMA-related kinase
GL50803_7537	T	K00924,K02218,K03359,K08957,K08959,K08960,K14758	Casein Kinase
GL50803_7534			
GL50803_7533	S	K14818	Angio-associated migratory cell protein
GL50803_7532	C	K02145,K17065	Subunit A
GL50803_137753			
GL50803_28234	F	K00939	adenylate kinase
GL50803_4331	O	K03037	Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 6
GL50803_4329	S		Ankyrin repeat protein
GL50803_4328	L	K10844	excision repair cross-complementing rodent repair deficiency, complementation group 2
GL50803_22138	L		werner helicase interacting protein
GL50803_86440	K	K04794	Peptidyl-trna hydrolase
GL50803_1721	K	K03120	General factor that plays a role in the activation of archaeal genes transcribed by RNA polymerase. Binds specifically to the TATA box promoter element which lies close to the position of transcription initiation (By similarity)
GL50803_86444	T	K13303	ribosomal protein s6 kinase
GL50803_137754	O	K10587,K10614	domain containing E3 ubiquitin protein ligase
GL50803_2053	G, T	K01090,K15423	serine threonine-protein phosphatase
GL50803_d7183	T	K05661,K08857,K15503	NIMA-related kinase
GL50803_112633	S	K02599	WNT inhibitory factor 1
GL50803_7183	T	K05661,K08857,K15503	NIMA-related kinase
GL50803_103783	M		Ankyrin Repeat Protein
GL50803_41369	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_9704	G	K00615,K17100	Transketolase
GL50803_114462			
GL50803_22084	L		SAM domain and HD
GL50803_9698	H	K00861,K00953	riboflavin kinase
GL50803_16392	T		Leucine rich repeat N-terminal domain
GL50803_119706			
GL50803_119707			
GL50803_4288	T		PHOsphatase
GL50803_13590	E	K09257	Ankyrin Repeat
GL50803_13964	S		forebrain astrocyte differentiation
GL50803_13963	T	K02206,K02211,K08819	Cyclin-Dependent Kinase
GL50803_5554	S		forebrain astrocyte differentiation
GL50803_5553	T	K05661,K08857,K15503	NIMA-related kinase
GL50803_13962	I	K01641	synthase
GL50803_16230	C	K08738	cytochrome c
GL50803_3367	B	K11253	histone H3
GL50803_3372	E	K01265,K01953	asparagine synthetase
GL50803_34160	O		Zinc finger, C3HC4 type (RING finger)
GL50803_8208	A	K15442	adenosine deaminase, tRNA-specific 3
GL50803_8209	K	K12581	Ccr4-not transcription complex, subunit
GL50803_8210	I, U	K01104,K18081	Myotubularin related protein
GL50803_101380	S		regulation of RNA biosynthetic process
GL50803_8217	J	K00876	Phosphoribulokinase uridine kinase family protein
GL50803_8218	T	K05661,K08857,K15503	NIMA-related kinase
GL50803_16251	T	K05661,K08857,K15503	NIMA-related kinase
GL50803_41288	S		Chitin binding Peritrophin-A domain
GL50803_61044	S		EFh
GL50803_16287	S	K19758	repeat-containing protein
GL50803_6199	T		mitogen-activated protein kinase kinase kinase
GL50803_14135	F		nucleoside diphosphate kinase
GL50803_61047	E		amino acid
GL50803_14133	S	K20032	ankyrin repeat domain
GL50803_6185			
GL50803_6184	E	K00826	branched-chain-amino-acid aminotransferase
GL50803_16286	S	K00650	Acyl-transferase
GL50803_16285	L	K03514	PAP associated domain containing
GL50803_113553	S	K08857	forebrain astrocyte differentiation
GL50803_113554	O	K03062,K03063	26S protease regulatory subunit
GL50803_3099	O		Serine repeat antigen
GL50803_17231	T	K05661,K08857,K15503	NIMA-related kinase
GL50803_27735	L	K10865	double-strand break repair protein
GL50803_113565			
GL50803_14661	T		CAMK family protein kinase
GL50803_8191	S		family UPF0066
GL50803_8189	O	K11843	ubiquitin thiolesterase activity
GL50803_2198	T	K04460,K12795,K19870	serine threonineprotein phosphatase
GL50803_17239	A	K03257,K13025	(RNA) helicase
GL50803_14831	S		small proline-rich protein 3
GL50803_9003	O		proprotein convertase subtilisin kexin type
GL50803_9008	K	K00002,K00011,K00085,K17743	)-reductase
GL50803_14834	E	K09257	Ankyrin Repeat
GL50803_14833	S		Oxysterol-binding protein
GL50803_9011	J	K01880,K02333	Glycyl-trna synthetase
GL50803_14835	S		forebrain astrocyte differentiation
GL50803_14838	S		Ankyrin repeat protein
GL50803_4039	T		LRR receptor-like serine threonine-protein kinase
GL50803_4038	S		Transglutaminase-like superfamily
GL50803_3042	C		hybrid-cluster protein
GL50803_17244	J	K02936	60s ribosomal protein
GL50803_13231	T	K02183	Calcium binding protein
GL50803_24009	E	K09257	Ankyrin Repeat
GL50803_61054	I		isoamyl acetate-hydrolyzing esterase 1 homolog (S. cerevisiae)
GL50803_4912	T	K08863	NIMA-related kinase
GL50803_13766	S		Ankyrin repeat protein
GL50803_50289			
GL50803_32509	Z		Cooperates with the reticulon proteins and tubule- shaping DP1 family proteins to generate and maintain the structure of the tubular endoplasmic reticulum network. Has GTPase activity, which is required for its function in ER organization (By similarity)
GL50803_95064	A	K00560,K00773	Exchanges the guanine residue with 7-aminomethyl-7- deazaguanine in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, -His and -Tyr). After this exchange, a cyclopentendiol moiety is attached to the 7-aminomethyl group of 7-deazaguanine, resulting in the hypermodified nucleoside queuosine (Q) (7-(((4,5-cis- dihydroxy-2-cyclopenten-1-yl)amino)methyl)-7-deazaguanosine) (By similarity)
GL50803_13672	H	K06210	(Nicotinamide) nucleotide adenylyltransferase
GL50803_17627	U		Vacuolar protein sorting protein DigA
GL50803_13982	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_13981	T	K05661,K08857,K14242,K15503	NIMA-related kinase
GL50803_5613	S		RNA cap guanine-N2 methyltransferase
GL50803_17626	K	K09273	upstream binding transcription factor, RNA polymerase I
GL50803_17625	T	K00870,K03083	Glycogen synthase kinase
GL50803_3290	B, K	K10645,K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_17624	S	K19758	repeat-containing protein
GL50803_3294	K	K14785	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
GL50803_3206	G	K00873	Pyruvate kinase
GL50803_17622	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_12148	T	K05661,K08857,K15503	NIMA-related kinase
GL50803_12150	E	K00814	alanine aminotransferase
GL50803_12152	T	K08863	Polo-like kinase
GL50803_50290	O	K01359	proprotein convertase subtilisin kexin type
GL50803_102178	S		small proline-rich protein 3
GL50803_23357	S		coiled-coil domain containing 65
GL50803_42285	Z	K10408,K10413,K10414	heavy chain
GL50803_6372	S		WNT inhibitory factor 1
GL50803_14181	U		Uso1 / p115 like vesicle tethering protein, head region
GL50803_6367			
GL50803_113655	L	K14805	atp-dependent rna helicase
GL50803_113656	O	K01365	cathepsin
GL50803_91099	S	K02599	Notch ligand involved in the mediation of Notch signaling (By similarity)
GL50803_14375	J	K01893,K02902	Asparaginyl-tRNA synthetase
GL50803_14374	O	K00652,K00654	Serine palmitoyl-transferase
GL50803_7139	H		pantetheine-phosphate adenylyltransferase family protein
GL50803_14373	U	K01528,K17065	Dynamin-related protein
GL50803_16958	P		ATPase class II type
GL50803_16957	S	K14810	WD repeat domain phosphoinositide-interacting protein
GL50803_115830	O	K01359	proprotein convertase subtilisin kexin type
GL50803_115831	O	K01359	proprotein convertase subtilisin kexin type
GL50803_11052	S	K10604	RING finger
GL50803_103074	S	K13024	Diphosphoinositol pentakisphosphate kinase
GL50803_113522	T	K08282	3phosphoinositidedependent protein kinase
GL50803_8465	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_8462	J	K02901,K05288	60S ribosomal protein L27
GL50803_8460	S	K08254,K12472	oligomeric mucus gel-forming
GL50803_22385	B, K	K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_14713	T	K04638	Intraflagellar transport 57 homolog (Chlamydomonas)
GL50803_8456	S	K06047,K16599,K16603,K16608	Tubulin tyrosine ligase-like family, member
GL50803_91056	E	K14454,K14455,K14640	Aspartate aminotransferase
GL50803_4343	S		zinc finger protein
GL50803_27059	O	K02733,K02739	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity (By similarity)
GL50803_13606	E		MORN repeat containing
GL50803_4349	S		methyltransferase like 13
GL50803_113512	S		regulation of RNA biosynthetic process
GL50803_137740			
GL50803_93221	T		Serine Threonine protein kinase
GL50803_10632	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_88082	U	K17301	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins (By similarity)
GL50803_102890	S	K02180,K04532,K14298	Mitotic checkpoint protein
GL50803_15256	I	K00293,K10395,K11778	Dehydrodolichyl diphosphate synthase
GL50803_10623	C	K01596	phosphoenolpyruvate carboxykinase
GL50803_17613	M	K09257,K15502,K15503	Ankyrin Repeat Protein
GL50803_6342	M		Ankyrin Repeat Protein
GL50803_102893	M		Ankyrin Repeat Protein
GL50803_6344	B, K		ankyrin repeat, family A (RFXANK-like), 2
GL50803_6346	T	K08863	NIMA-related kinase
GL50803_8983	S		Ankyrin Repeat
GL50803_8982			
GL50803_88071	E	K09257	Ankyrin Repeat
GL50803_8978	G	K00705	4-alpha-glucanotransferase
GL50803_23330	Z		spermatogenesis associated 17
GL50803_6589	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_6590	A	K11108	RNA 3-terminal phosphate
GL50803_14247	G	K08178,K13783	major facilitator Superfamily
GL50803_17608	M		Ankyrin Repeat Protein
GL50803_17607	O		Serine repeat antigen
GL50803_5845	J	K02995,K15430	40S ribosomal protein S8
GL50803_61105	S		Inherit from opiNOG: asteroid homolog 1 (Drosophila)
